Date,Price,Open,High,Low,Vol
11/2/2017,21806.5,21979.3,22195.2,21504.3,2500
11/3/2017,22022.4,21590.6,22022.4,21331.5,2410
11/6/2017,22195.2,22195.2,22367.9,21979.3,3230
11/7/2017,22108.8,22238.3,22238.3,21979.3,2290
11/8/2017,22886.1,22108.8,22886.1,22022.4,6800
11/9/2017,22713.3,23058.8,23102,22627,3450
11/10/2017,22540.6,22670.2,23015.6,22540.6,2750
11/13/2017,23317.9,22540.6,23663.3,22411.1,9570
11/14/2017,23274.7,23533.8,23965.6,23102,8700
11/15/2017,24570.1,23361.1,24613.3,23317.9,9370
11/16/2017,24613.3,24786,25347.4,24440.6,7500
11/17/2017,24483.8,24742.9,24742.9,24138.3,7890
11/20/2017,25001.9,24224.7,25045.1,24138.3,7630
11/21/2017,24699.7,25131.5,25390.6,24699.7,6800
11/22/2017,25045.1,24613.3,25045.1,24613.3,5210
11/23/2017,24872.4,25045.1,25390.6,24699.7,7100
11/24/2017,25001.9,24829.2,25045.1,24613.3,4760
11/27/2017,25131.5,25045.1,25779.2,25045.1,5330
11/28/2017,24829.2,25045.1,25131.5,24699.7,4600
11/29/2017,25606.5,25045.1,25779.2,24786,7720
11/30/2017,25217.9,25865.6,25908.8,25217.9,6030
12/1/2017,25217.9,25131.5,25304.2,24915.6,3670
12/4/2017,25390.6,25261,25520.1,25174.7,4430
12/5/2017,24742.9,25390.6,25606.5,24742.9,7140
12/6/2017,24527,24613.3,24742.9,24181.5,7070
12/7/2017,24224.7,24527,24829.2,24095.1,3320
12/8/2017,23965.6,24181.5,24397.4,23792.9,3860
12/11/2017,23102,23533.8,23836.1,23102,5490
12/12/2017,23188.3,23361.1,23620.1,21936.1,6250
12/13/2017,23620.1,23447.4,23663.3,23188.3,3260
12/14/2017,24138.3,23533.8,24138.3,23533.8,2560
12/15/2017,24397.4,24181.5,24527,23965.6,3240
12/18/2017,24311,24613.3,24699.7,24224.7,3600
12/19/2017,23836.1,24311,24483.8,23706.5,4990
12/20/2017,24311,23836.1,24613.3,23836.1,3940
12/21/2017,24354.2,24527,24786,24224.7,3700
12/22/2017,24656.5,24354.2,24786,24267.9,3490
12/25/2017,24872.4,24742.9,25088.3,24742.9,4810
12/26/2017,24656.5,25045.1,25045.1,24656.5,2500
12/27/2017,24483.8,24829.2,24829.2,24440.6,3420
12/28/2017,24699.7,24483.8,24872.4,24397.4,3850
12/29/2017,24656.5,24699.7,24872.4,24613.3,3130
1/2/2018,25822.4,24742.9,25822.4,24699.7,10080
1/3/2018,25822.4,26124.7,26211,25692.8,5680
1/4/2018,26340.6,25908.8,26340.6,25865.6,5590
1/5/2018,25908.8,26340.6,26383.7,25865.6,5720
1/8/2018,26297.4,25736,26297.4,25606.5,5080
1/9/2018,26815.6,26340.6,26901.9,26038.3,8050
1/10/2018,26556.5,26772.4,27204.2,26383.7,5240
1/11/2018,26556.5,26383.7,26729.2,26211,4860
1/12/2018,25995.1,26686,26772.4,25995.1,5670
1/15/2018,26340.6,25951.9,26426.9,25779.2,4610
1/16/2018,26340.6,26297.4,26556.5,26038.3,3040
1/17/2018,25476.9,26340.6,26383.7,25476.9,4540
1/18/2018,25476.9,25174.7,25476.9,24872.4,6650
1/19/2018,25433.8,25476.9,25822.4,25433.8,4020
1/22/2018,26297.4,25692.8,26556.5,25649.7,5040
1/25/2018,26383.7,26556.5,27031.5,26297.4,10780
1/26/2018,26254.2,26772.4,26772.4,26124.7,3280
1/29/2018,26038.3,26297.4,26729.2,25865.6,2680
1/30/2018,27636,25822.4,27636,25692.8,9470
1/31/2018,27161,27981.5,28283.7,27161,8010
2/1/2018,26599.7,27161,27420.1,26599.7,4190
2/2/2018,26340.6,26599.7,26686,26124.7,3360
2/5/2018,24656.5,25951.9,26254.2,24656.5,7540
2/6/2018,23404.2,22972.4,24397.4,22972.4,10670
2/7/2018,24440.6,24613.3,24742.9,24181.5,3760
2/8/2018,23836.1,24181.5,24613.3,23749.7,3430
2/9/2018,23749.7,22670.2,23749.7,22670.2,4300
2/12/2018,24656.5,24311,24656.5,23533.8,2340
2/13/2018,25476.9,25131.5,25606.5,24958.8,2910
2/21/2018,25649.7,25951.9,26038.3,25476.9,3160
2/22/2018,25217.9,25606.5,25692.8,25131.5,2880
2/23/2018,26124.7,25261,26167.8,25261,3230
2/26/2018,26081.5,26340.6,26686,26081.5,4950
2/27/2018,25822.4,26211,26254.2,25692.8,2840
2/28/2018,25822.4,25563.3,26081.5,25520.1,3690
3/1/2018,26254.2,25649.7,26426.9,25520.1,4240
3/2/2018,26383.7,26124.7,26470.1,25908.8,3700
3/5/2018,26556.5,26470.1,27851.9,26470.1,12100
3/6/2018,27333.7,26988.3,27333.7,26642.8,5170
3/7/2018,26858.7,27420.1,27506.5,26556.5,4020
3/8/2018,26858.7,26772.4,26988.3,26470.1,2640
