Date,Price,Open,High,Low,Vol
7/6/2018,23878.7,24337.9,24644.1,23878.7,4660000
8/6/2018,24108.3,23878.7,24261.4,23572.6,3370000
11/6/2018,23725.6,23802.2,24452.7,23725.6,2920000
12/6/2018,22654.2,23189.9,23343,22080.2,5430000
13/06/2018,22692.4,22654.2,22960.3,22309.8,2100000
14/06/2018,21659.2,22730.7,22883.8,21659.2,4870000
15/06/2018,22195,21429.6,22195,21276.5,2840000
18/06/2018,20893.9,22195,22233.2,20817.3,3610000
19/06/2018,20511.2,20511.2,20664.3,19439.7,6870000
20/06/2018,21429.6,20740.8,21429.6,20396.4,2970000
21/06/2018,20511.2,21123.5,21429.6,20358.1,2610000
22/06/2018,21046.9,19937.2,21161.7,19937.2,2870000
25/06/2018,21582.7,21467.9,21927.1,21353.1,2440000
26/06/2018,21276.5,21046.9,21506.1,20893.9,1610000
27/06/2018,20511.2,21276.5,21582.7,20511.2,2430000
28/06/2018,19822.4,20205.1,20511.2,19745.9,4820000
29/06/2018,19898.9,19898.9,20434.7,19669.3,2660000
2/7/2018,18942.2,19516.3,19898.9,18636.1,4460000
3/7/2018,17641.2,18980.5,19248.4,17641.2,6220000
4/7/2018,17526.4,17641.2,17717.7,16799.3,5840000
5/7/2018,16531.4,17258.5,17641.2,16301.8,3830000
6/7/2018,17679.4,16378.3,17679.4,15957.4,6370000
9/7/2018,17832.5,18062.1,18674.4,17794.2,6820000
10/7/2018,18100.4,18138.6,18636.1,17909,4540000
11/7/2018,16914.1,17449.8,17602.9,16837.6,6840000
12/7/2018,17602.9,17143.7,18062.1,16875.8,3160000
13/07/2018,17985.6,17985.6,18368.2,17832.5,3950000
16/07/2018,18483,18368.2,18674.4,18138.6,3660000
17/07/2018,19057,18062.1,19248.4,18062.1,5020000
18/07/2018,20013.7,19133.6,20052,19057,5050000
19/07/2018,19745.9,19898.9,20052,19516.3,4210000
20/07/2018,19439.7,19439.7,19822.4,18980.5,5380000
23/07/2018,18980.5,19439.7,20052,18980.5,3930000
24/07/2018,18980.5,18904,19516.3,18368.2,3260000
25/07/2018,18062.1,19133.6,19248.4,18062.1,3490000
26/07/2018,18444.8,18062.1,18444.8,17794.2,2970000
27/07/2018,18980.5,18444.8,19095.3,18368.2,2550000
30/07/2018,20128.5,19286.7,20128.5,19133.6,4770000
31/07/2018,20128.5,20052,20626,19784.1,6670000
1/8/2018,20128.5,20128.5,20511.2,19898.9,4390000
2/8/2018,20052,19898.9,20052,19363.2,4430000
3/8/2018,20319.9,20358.1,20434.7,20128.5,3250000
6/8/2018,20549.5,20358.1,21123.5,19937.2,4100000
7/8/2018,21008.7,20128.5,21200,20128.5,4660000
8/8/2018,22348,21046.9,22348,21046.9,5670000
9/8/2018,22080.2,22577.6,22807.2,22041.9,4330000
10/8/2018,22883.8,21888.8,22883.8,21812.3,5560000
