"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/2022","37,602.0","38,255.0","38,255.0","37,559.0","2.68M","0.23%"
"03/09/2022","37,516.0","38,037.0","38,342.0","37,211.0","4.59M","-1.26%"
"03/08/2022","37,994.0","38,602.0","39,037.0","37,907.0","5.33M","-3.10%"
"03/07/2022","39,211.0","38,255.0","39,559.0","38,255.0","7.87M","2.50%"
"03/04/2022","38,255.0","38,255.0","38,602.0","38,037.0","5.19M","0.92%"
"03/03/2022","37,907.0","37,733.0","37,994.0","37,124.0","5.07M","0.81%"
"03/02/2022","37,602.0","38,515.0","38,515.0","37,559.0","4.57M","-2.59%"
"03/01/2022","38,602.0","37,907.0","38,950.0","37,689.0","5.72M","2.78%"
"02/28/2022","37,559.0","37,385.0","38,342.0","37,124.0","4.36M","0.94%"
"02/25/2022","37,211.0","37,559.0","37,820.0","37,124.0","4.62M","0.23%"
"02/24/2022","37,124.0","38,342.0","38,428.0","36,081.0","10.26M","-3.72%"
"02/23/2022","38,559.0","38,689.0","39,037.0","38,428.0","4.01M","0.11%"
"02/22/2022","38,515.0","39,081.0","39,472.0","38,124.0","7.15M","-2.96%"
"02/21/2022","39,689.0","39,124.0","40,211.0","38,950.0","5.06M","1.44%"
"02/18/2022","39,124.0","38,385.0","39,385.0","38,385.0","4.29M","0.67%"
"02/17/2022","38,863.0","39,385.0","39,385.0","38,689.0","3.19M","-0.67%"
"02/16/2022","39,124.0","38,081.0","39,559.0","38,081.0","6.85M","3.57%"
"02/15/2022","37,776.0","37,385.0","37,907.0","37,124.0","3.44M","1.76%"
"02/14/2022","37,124.0","36,994.0","37,776.0","36,603.0","5.22M","-1.95%"
"02/11/2022","37,863.0","37,602.0","38,515.0","37,602.0","2.56M","-0.23%"
"02/10/2022","37,950.0","38,255.0","38,689.0","37,733.0","3.48M","-0.12%"
"02/09/2022","37,994.0","36,603.0","38,602.0","36,255.0","6.69M","3.80%"
"02/08/2022","36,603.0","37,298.0","37,342.0","36,429.0","4.23M","-1.86%"
"02/07/2022","37,298.0","37,211.0","37,733.0","36,777.0","2.55M","2.63%"
"01/28/2022","36,342.0","36,342.0","36,907.0","35,212.0","4.15M","0.72%"
"01/27/2022","36,081.0","37,298.0","37,385.0","34,864.0","10.79M","-3.71%"
"01/26/2022","37,472.0","40,254.0","40,819.0","37,472.0","9.52M","-6.91%"
"01/25/2022","40,254.0","38,255.0","40,341.0","37,820.0","6.61M","2.55%"
"01/24/2022","39,254.0","41,906.0","41,906.0","39,254.0","8.91M","-6.91%"
"01/21/2022","42,167.0","42,776.0","43,558.0","41,906.0","6.28M","-1.42%"
"01/20/2022","42,776.0","41,819.0","43,384.0","41,471.0","6.24M","2.82%"
"01/19/2022","41,602.0","41,298.0","42,037.0","40,602.0","4.75M","2.46%"
"01/18/2022","40,602.0","39,993.0","42,167.0","39,906.0","9.95M","-1.16%"
"01/17/2022","41,080.0","44,341.0","44,949.0","41,080.0","11.95M","-6.99%"
"01/14/2022","44,167.0","41,471.0","44,514.0","41,471.0","7.48M","4.10%"
"01/13/2022","42,428.0","45,645.0","46,079.0","42,428.0","14.85M","-6.69%"
"01/12/2022","45,471.0","46,079.0","47,731.0","43,341.0","17.98M","-2.42%"
"01/11/2022","46,601.0","46,079.0","48,340.0","45,297.0","14.01M","3.08%"
"01/10/2022","45,210.0","48,688.0","50,079.0","45,210.0","19.58M","-6.98%"
"01/07/2022","48,601.0","48,514.0","49,992.0","48,079.0","9.89M","0.36%"
"01/06/2022","48,427.0","48,253.0","49,557.0","47,992.0","10.30M","-0.54%"
"01/05/2022","48,688.0","47,123.0","49,818.0","46,949.0","16.64M","4.48%"
"01/04/2022","46,601.0","45,645.0","46,949.0","45,471.0","8.36M","3.68%"
"12/31/2021","44,949.0","45,384.0","45,992.0","44,862.0","7.89M","-0.58%"
"12/30/2021","45,210.0","46,079.0","46,253.0","45,210.0","9.34M","-2.07%"
"12/29/2021","46,166.0","46,601.0","47,123.0","46,079.0","7.78M","-0.75%"
"12/28/2021","46,514.0","47,383.0","48,253.0","45,905.0","11.29M","-0.93%"
"12/27/2021","46,949.0","46,079.0","47,297.0","44,775.0","11.15M","1.12%"
"12/24/2021","46,427.0","47,557.0","48,775.0","45,732.0","10.13M","-0.74%"
"12/23/2021","46,775.0","44,080.0","46,775.0","43,471.0","19.47M","6.96%"
"12/22/2021","43,732.0","43,384.0","45,384.0","42,862.0","25.03M","1.11%"
"12/21/2021","43,254.0","42,862.0","44,254.0","42,689.0","12.37M","0.30%"
"12/20/2021","43,123.0","43,123.0","45,210.0","42,689.0","20.51M","1.64%"
"12/17/2021","42,428.0","39,993.0","42,428.0","39,993.0","26.86M","6.90%"
"12/16/2021","39,689.0","38,950.0","40,341.0","38,907.0","9.74M","1.90%"
"12/15/2021","38,950.0","39,733.0","39,820.0","38,776.0","10.38M","-2.18%"
"12/14/2021","39,820.0","40,776.0","41,037.0","39,689.0","9.48M","-1.29%"
"12/13/2021","40,341.0","39,993.0","40,950.0","39,993.0","10.10M","1.64%"
"12/10/2021","39,689.0","38,689.0","40,385.0","38,689.0","8.83M","2.93%"
"12/09/2021","38,559.0","39,124.0","39,385.0","38,298.0","7.20M","-0.56%"
"12/08/2021","38,776.0","39,298.0","40,515.0","38,559.0","5.20M","-1.00%"
"12/07/2021","39,167.0","39,298.0","39,472.0","37,646.0","4.98M","1.24%"
"12/06/2021","38,689.0","40,602.0","40,776.0","38,037.0","9.38M","-5.32%"
"12/03/2021","40,863.0","43,428.0","43,819.0","40,863.0","10.54M","-6.19%"
"12/02/2021","43,558.0","44,341.0","44,427.0","43,384.0","6.59M","-1.77%"
"12/01/2021","44,341.0","43,993.0","46,079.0","43,819.0","7.00M","0.99%"
"11/30/2021","43,906.0","41,732.0","44,167.0","41,732.0","15.31M","6.32%"
"11/29/2021","41,298.0","39,820.0","41,993.0","39,820.0","5.41M","1.93%"
"11/26/2021","40,515.0","40,689.0","41,167.0","39,646.0","2.76M","-0.43%"
"11/25/2021","40,689.0","39,646.0","41,211.0","39,559.0","4.74M","2.63%"
"11/24/2021","39,646.0","40,385.0","40,689.0","39,646.0","2.47M","-1.51%"
"11/23/2021","40,254.0","39,906.0","40,428.0","39,559.0","3.19M","0.00%"
"11/22/2021","40,254.0","42,210.0","42,210.0","39,559.0","3.16M","-4.54%"
"11/19/2021","42,167.0","42,949.0","43,210.0","39,863.0","4.14M","-1.52%"
"11/18/2021","42,819.0","41,558.0","43,993.0","41,515.0","5.97M","3.36%"
"11/17/2021","41,428.0","41,732.0","42,080.0","41,124.0","2.42M","-0.73%"
"11/16/2021","41,732.0","39,820.0","42,602.0","39,124.0","6.33M","4.80%"
"11/15/2021","39,820.0","39,646.0","40,341.0","39,472.0","3.19M","1.33%"
"11/12/2021","39,298.0","38,472.0","39,646.0","38,472.0","3.47M","2.26%"
"11/11/2021","38,428.0","37,255.0","39,211.0","37,211.0","2.18M","3.39%"
"11/10/2021","37,168.0","36,950.0","37,559.0","36,733.0","893.53K","0.35%"
"11/09/2021","37,037.0","37,211.0","37,298.0","36,690.0","520.30K","-0.23%"
"11/08/2021","37,124.0","36,472.0","37,385.0","36,168.0","1.12M","1.67%"
"11/05/2021","36,516.0","36,516.0","37,037.0","35,646.0","811.80K","-1.17%"
"11/04/2021","36,950.0","36,298.0","37,298.0","36,298.0","551.65K","-0.93%"
"11/03/2021","37,298.0","38,081.0","38,081.0","36,863.0","591.14K","-1.94%"
"11/02/2021","38,037.0","36,081.0","38,168.0","36,081.0","2.11M","5.17%"
"11/01/2021","36,168.0","36,124.0","36,429.0","35,994.0","432.74K","0.00%"
"10/29/2021","36,168.0","36,255.0","36,342.0","35,820.0","531.19K","0.24%"
"10/28/2021","36,081.0","34,777.0","36,690.0","34,342.0","716.43K","3.49%"
"10/27/2021","34,864.0","34,951.0","34,951.0","34,168.0","328.90K","0.25%"
"10/26/2021","34,777.0","34,907.0","35,038.0","34,690.0","410.96K","-0.25%"
"10/25/2021","34,864.0","34,733.0","35,125.0","34,690.0","442.86K","1.26%"
"10/22/2021","34,429.0","34,168.0","34,777.0","34,168.0","399.52K","-1.00%"
"10/21/2021","34,777.0","34,777.0","35,038.0","34,733.0","376.64K","0.00%"
"10/20/2021","34,777.0","34,690.0","35,038.0","34,516.0","348.92K","0.00%"
"10/19/2021","34,777.0","34,951.0","35,038.0","34,733.0","402.60K","-0.50%"
"10/18/2021","34,951.0","35,038.0","35,299.0","34,777.0","378.07K","0.00%"
"10/15/2021","34,951.0","35,212.0","35,212.0","34,777.0","361.46K","-0.25%"
"10/14/2021","35,038.0","35,038.0","35,299.0","34,777.0","455.18K","0.00%"
"10/13/2021","35,038.0","35,212.0","35,212.0","34,951.0","393.58K","0.50%"
"10/12/2021","34,864.0","35,299.0","35,299.0","34,690.0","469.26K","-1.23%"
"10/11/2021","35,299.0","35,255.0","35,472.0","35,168.0","419.43K","-0.24%"
"10/08/2021","35,385.0","35,559.0","35,559.0","35,212.0","410.30K","0.24%"
"10/07/2021","35,299.0","35,212.0","35,646.0","35,125.0","384.45K","0.50%"
"10/06/2021","35,125.0","35,299.0","35,299.0","34,994.0","441.65K","-0.25%"
"10/05/2021","35,212.0","35,212.0","35,472.0","34,951.0","471.79K","0.00%"
"10/04/2021","35,212.0","34,777.0","35,212.0","34,777.0","394.24K","0.00%"
"10/01/2021","35,212.0","35,472.0","35,472.0","35,038.0","456.17K","-0.25%"
"09/30/2021","35,299.0","35,385.0","35,472.0","35,125.0","496.32K","0.50%"
"09/29/2021","35,125.0","35,299.0","35,472.0","34,951.0","397.76K","-0.49%"
"09/28/2021","35,299.0","35,299.0","35,646.0","34,951.0","454.63K","0.00%"
"09/27/2021","35,299.0","35,646.0","35,994.0","35,168.0","389.18K","-1.93%"
"09/24/2021","35,994.0","36,342.0","36,342.0","35,603.0","405.24K","-0.48%"
"09/23/2021","36,168.0","35,994.0","36,342.0","35,994.0","492.80K","-0.24%"
"09/22/2021","36,255.0","36,168.0","36,429.0","35,907.0","548.02K","0.97%"
"09/21/2021","35,907.0","36,038.0","36,038.0","35,646.0","556.05K","0.22%"
"09/20/2021","35,828.0","35,532.0","36,335.0","35,321.0","558.69K","0.83%"
"09/17/2021","35,532.0","35,912.0","35,912.0","35,321.0","497.64K","-0.12%"
"09/16/2021","35,574.0","35,659.0","35,743.0","35,194.0","567.27K","0.72%"
"09/15/2021","35,321.0","34,898.0","35,743.0","34,898.0","463.10K","-1.42%"
"09/14/2021","35,828.0","36,292.0","36,292.0","34,814.0","478.83K","-0.23%"
"09/13/2021","35,912.0","36,250.0","36,588.0","35,912.0","526.90K","-0.70%"
"09/10/2021","36,166.0","36,335.0","36,757.0","36,166.0","450.45K","0.00%"
"09/09/2021","36,166.0","36,335.0","36,419.0","35,997.0","564.52K","-0.69%"
"09/08/2021","36,419.0","36,419.0","36,757.0","36,208.0","413.49K","0.00%"
"09/07/2021","36,419.0","36,166.0","36,504.0","36,166.0","659.56K","0.23%"
"09/06/2021","36,335.0","36,081.0","36,588.0","35,912.0","575.74K","0.23%"
"09/01/2021","36,250.0","36,673.0","36,926.0","35,997.0","474.32K","-1.15%"
"08/31/2021","36,673.0","35,997.0","36,757.0","35,574.0","777.81K","1.88%"
"08/30/2021","35,997.0","36,335.0","36,504.0","35,828.0","497.64K","0.47%"
"08/27/2021","35,828.0","35,236.0","36,208.0","35,236.0","419.76K","-1.05%"
"08/26/2021","36,208.0","34,814.0","36,842.0","34,814.0","601.70K","3.25%"
"08/25/2021","35,067.0","35,067.0","35,152.0","34,476.0","458.04K","0.00%"
"08/24/2021","35,067.0","34,898.0","35,152.0","34,391.0","360.14K","0.48%"
"08/23/2021","34,898.0","34,898.0","35,236.0","34,560.0","584.98K","-1.43%"
"08/20/2021","35,405.0","36,250.0","36,757.0","35,067.0","507.87K","-2.33%"
"08/19/2021","36,250.0","35,828.0","36,757.0","35,828.0","704.22K","0.94%"
"08/18/2021","35,912.0","36,166.0","36,757.0","35,912.0","613.03K","-1.28%"
"08/17/2021","36,377.0","36,757.0","37,095.0","36,335.0","508.75K","-1.15%"
"08/16/2021","36,799.0","37,856.0","37,856.0","36,799.0","556.38K","-2.79%"
"08/13/2021","37,856.0","37,856.0","38,109.0","35,447.0","644.71K","-0.66%"
"08/12/2021","38,109.0","37,687.0","38,236.0","37,687.0","743.49K","0.45%"
"08/11/2021","37,940.0","38,194.0","38,447.0","37,602.0","707.08K","0.22%"
"08/10/2021","37,856.0","35,828.0","38,236.0","35,743.0","1.10M","5.91%"
"08/09/2021","35,743.0","35,743.0","36,081.0","35,743.0","559.79K","-0.71%"
"08/06/2021","35,997.0","35,912.0","36,081.0","35,828.0","553.96K","0.47%"
"08/05/2021","35,828.0","36,250.0","36,250.0","35,743.0","439.56K","-0.47%"
"08/04/2021","35,997.0","35,997.0","36,335.0","35,743.0","563.75K","0.00%"
"08/03/2021","35,997.0","36,926.0","36,926.0","35,912.0","507.87K","-1.16%"
"08/02/2021","36,419.0","36,757.0","37,349.0","36,419.0","468.38K","-2.27%"
"07/30/2021","37,264.0","37,349.0","37,349.0","37,011.0","601.26K","0.68%"
"07/29/2021","37,011.0","36,504.0","37,095.0","36,335.0","499.95K","0.69%"
"07/28/2021","36,757.0","37,771.0","37,771.0","36,757.0","428.56K","-2.79%"
"07/27/2021","37,813.0","37,771.0","37,856.0","36,926.0","559.57K","0.11%"
"07/26/2021","37,771.0","37,856.0","37,856.0","37,602.0","426.03K","-0.22%"
"07/23/2021","37,856.0","38,363.0","38,447.0","37,602.0","446.60K","-0.44%"
"07/22/2021","38,025.0","37,771.0","38,025.0","37,180.0","620.62K","0.90%"
"07/21/2021","37,687.0","37,349.0","38,025.0","37,349.0","497.97K","0.90%"
"07/20/2021","37,349.0","37,053.0","37,349.0","36,166.0","390.17K","0.68%"
"07/19/2021","37,095.0","37,011.0","37,095.0","35,743.0","560.34K","0.00%"
"07/16/2021","37,095.0","37,856.0","37,856.0","37,095.0","447.26K","-2.01%"
"07/15/2021","37,856.0","38,278.0","38,278.0","36,842.0","479.49K","0.23%"
"07/14/2021","37,771.0","36,250.0","37,771.0","35,912.0","971.30K","6.18%"
"07/13/2021","35,574.0","36,757.0","36,757.0","35,574.0","382.25K","-2.09%"
"07/12/2021","36,335.0","35,490.0","36,504.0","35,067.0","316.14K","0.00%"
"07/09/2021","36,335.0","37,940.0","37,940.0","36,335.0","326.37K","-4.23%"
"07/08/2021","37,940.0","37,349.0","37,940.0","35,997.0","429.22K","1.58%"
"07/07/2021","37,349.0","37,687.0","37,729.0","35,574.0","328.90K","-1.01%"
"07/06/2021","37,729.0","39,715.0","39,715.0","37,729.0","248.82K","-6.98%"
"07/05/2021","40,560.0","40,729.0","40,729.0","38,870.0","740.52K","5.48%"
"07/02/2021","38,451.0","38,451.0","38,839.0","38,373.0","367.85K","-0.80%"
"07/01/2021","38,761.0","38,606.0","38,761.0","38,373.0","375.05K","0.40%"
"06/30/2021","38,606.0","37,598.0","38,994.0","37,598.0","212.10K","1.63%"
"06/29/2021","37,986.0","38,451.0","38,451.0","37,986.0","264.50K","-1.31%"
"06/28/2021","38,490.0","38,528.0","38,528.0","37,831.0","424.33K","0.51%"
"06/25/2021","38,296.0","38,683.0","38,683.0","37,676.0","323.73K","0.20%"
"06/24/2021","38,218.0","37,986.0","38,296.0","37,676.0","354.78K","0.61%"
"06/23/2021","37,986.0","39,226.0","39,226.0","37,986.0","362.58K","-3.16%"
"06/22/2021","39,226.0","38,761.0","39,536.0","38,761.0","696.38K","4.33%"
"06/21/2021","37,598.0","38,490.0","38,490.0","37,598.0","361.02K","-2.32%"
"06/18/2021","38,490.0","38,683.0","38,683.0","38,490.0","380.44K","-0.10%"
"06/17/2021","38,528.0","37,366.0","38,761.0","37,366.0","509.10K","1.01%"
"06/16/2021","38,141.0","36,358.0","38,761.0","34,885.0","735.71K","5.13%"
"06/15/2021","36,280.0","35,893.0","36,590.0","35,893.0","336.92K","1.08%"
"06/14/2021","35,893.0","35,660.0","36,048.0","35,505.0","248.31K","1.31%"
"06/11/2021","35,428.0","35,815.0","35,815.0","34,885.0","312.46K","-0.65%"
"06/10/2021","35,660.0","35,893.0","35,893.0","35,660.0","314.50K","0.00%"
"06/09/2021","35,660.0","35,660.0","35,970.0","34,187.0","328.77K","-0.22%"
"06/08/2021","35,738.0","35,970.0","36,203.0","35,660.0","323.85K","-0.64%"
"06/07/2021","35,970.0","36,280.0","36,280.0","35,970.0","331.28K","-0.64%"
"06/04/2021","36,203.0","35,776.0","36,435.0","35,272.0","389.56K","0.00%"
"06/03/2021","36,203.0","35,660.0","36,280.0","35,660.0","377.80K","0.65%"
"06/02/2021","35,970.0","35,738.0","36,203.0","35,660.0","516.77K","0.00%"
"06/01/2021","35,970.0","36,668.0","36,668.0","35,272.0","103.83K","-1.90%"
"05/31/2021","36,668.0","37,133.0","37,133.0","36,435.0","279.61K","-1.25%"
"05/28/2021","37,133.0","37,211.0","37,211.0","36,745.0","365.34K","-0.21%"
"05/27/2021","37,211.0","35,660.0","37,211.0","35,583.0","495.67K","4.35%"
"05/26/2021","35,660.0","35,893.0","35,893.0","35,583.0","315.70K","-0.65%"
"05/25/2021","35,893.0","35,699.0","35,931.0","35,660.0","321.21K","0.22%"
"05/24/2021","35,815.0","35,699.0","35,815.0","35,699.0","271.93K","0.32%"
"05/21/2021","35,699.0","35,699.0","35,970.0","35,699.0","300.35K","-0.65%"
"05/20/2021","35,931.0","36,125.0","36,125.0","35,660.0","265.58K","-0.54%"
"05/19/2021","36,125.0","35,738.0","36,203.0","35,699.0","368.21K","0.21%"
"05/18/2021","36,048.0","35,660.0","36,048.0","35,660.0","302.63K","1.86%"
"05/17/2021","35,389.0","35,970.0","36,125.0","35,389.0","284.28K","-1.62%"
"05/14/2021","35,970.0","35,815.0","36,358.0","35,621.0","314.74K","0.43%"
"05/13/2021","35,815.0","35,776.0","35,815.0","35,272.0","305.27K","0.11%"
"05/12/2021","35,776.0","35,350.0","36,048.0","35,350.0","270.61K","0.00%"
"05/11/2021","35,776.0","36,745.0","36,745.0","35,776.0","294.35K","-1.81%"
"05/10/2021","36,435.0","36,048.0","36,435.0","34,962.0","260.30K","1.07%"
"05/07/2021","36,048.0","35,738.0","36,358.0","35,738.0","254.79K","-1.06%"
"05/06/2021","36,435.0","36,435.0","36,823.0","35,815.0","282.96K","0.00%"
"05/05/2021","36,435.0","36,435.0","36,823.0","36,358.0","133.93K","0.00%"
"05/04/2021","36,435.0","37,133.0","37,133.0","36,203.0","219.06K","-1.88%"
"04/29/2021","37,133.0","37,133.0","37,133.0","36,823.0","334.28K","0.00%"
"04/28/2021","37,133.0","37,211.0","37,211.0","36,823.0","264.50K","-0.21%"
"04/27/2021","37,211.0","37,211.0","37,211.0","36,668.0","413.89K","0.00%"
"04/26/2021","37,211.0","37,598.0","37,598.0","36,280.0","393.87K","0.42%"
"04/23/2021","37,056.0","37,056.0","37,133.0","36,435.0","379.60K","0.00%"
"04/22/2021","37,056.0","37,133.0","37,211.0","35,815.0","301.91K","-0.21%"
"04/20/2021","37,133.0","36,513.0","37,211.0","36,513.0","437.28K","1.70%"
"04/19/2021","36,513.0","35,970.0","36,513.0","34,885.0","248.55K","1.29%"
"04/16/2021","36,048.0","36,048.0","36,745.0","34,071.0","219.54K","0.00%"
"04/15/2021","36,048.0","37,056.0","37,056.0","36,048.0","332.00K","0.00%"
"04/14/2021","36,048.0","36,435.0","37,288.0","35,660.0","501.18K","-2.10%"
"04/13/2021","36,823.0","37,908.0","37,908.0","36,823.0","414.97K","-2.86%"
"04/12/2021","37,908.0","38,218.0","38,218.0","37,908.0","486.91K","-0.61%"
"04/09/2021","38,141.0","38,141.0","38,296.0","37,986.0","618.20K","0.20%"
"04/08/2021","38,063.0","37,986.0","38,063.0","37,908.0","483.08K","1.03%"
"04/07/2021","37,676.0","37,133.0","37,986.0","37,056.0","1.03M","1.46%"
"04/06/2021","37,133.0","37,056.0","37,211.0","36,823.0","921.79K","0.42%"
"04/05/2021","36,978.0","39,149.0","39,149.0","36,513.0","562.09K","0.63%"
"04/02/2021","36,745.0","36,397.0","36,745.0","36,358.0","384.88K","1.06%"
"04/01/2021","36,358.0","34,807.0","36,358.0","34,807.0","563.29K","4.46%"
"03/31/2021","34,807.0","34,536.0","34,885.0","34,536.0","265.82K","0.78%"
"03/30/2021","34,536.0","34,885.0","34,885.0","34,420.0","333.08K","0.11%"
"03/29/2021","34,497.0","33,567.0","34,497.0","33,567.0","264.86K","2.77%"
"03/26/2021","33,567.0","33,645.0","34,265.0","33,567.0","154.19K","-0.46%"
"03/25/2021","33,722.0","35,156.0","35,156.0","33,722.0","252.27K","0.46%"
"03/24/2021","33,567.0","35,583.0","35,583.0","33,567.0","1.06M","0.70%"
"03/23/2021","33,334.0","35,040.0","35,660.0","33,334.0","389.44K","-4.66%"
"03/22/2021","34,962.0","35,040.0","35,738.0","34,962.0","72.18K","0.22%"
"03/19/2021","34,885.0","35,660.0","35,660.0","34,885.0","177.57K","2.27%"
"03/18/2021","34,110.0","35,738.0","35,893.0","34,032.0","385.84K","-4.97%"
"03/17/2021","35,893.0","36,280.0","36,280.0","35,893.0","297.95K","-1.07%"
"03/16/2021","36,280.0","36,590.0","36,590.0","36,203.0","135.01K","-0.85%"
"03/15/2021","36,590.0","36,513.0","36,668.0","36,280.0","276.97K","0.43%"
"03/12/2021","36,435.0","36,242.0","36,474.0","36,203.0","412.82K","0.21%"
"03/11/2021","36,358.0","36,435.0","36,823.0","36,358.0","266.90K","-0.21%"
"03/10/2021","36,435.0","36,435.0","36,668.0","36,358.0","314.98K","0.00%"
"03/09/2021","36,435.0","36,745.0","36,745.0","36,125.0","294.95K","-0.84%"
"03/08/2021","36,745.0","36,203.0","36,745.0","36,203.0","381.64K","0.21%"
"03/05/2021","36,668.0","36,048.0","36,784.0","36,048.0","219.06K","-0.42%"
"03/04/2021","36,823.0","37,211.0","37,211.0","36,435.0","187.64K","-0.63%"
"03/03/2021","37,056.0","37,211.0","37,288.0","36,823.0","322.89K","-0.62%"
"03/02/2021","37,288.0","36,978.0","37,288.0","36,862.0","211.38K","0.00%"
"03/01/2021","37,288.0","37,211.0","37,443.0","36,978.0","405.14K","0.21%"
"02/26/2021","37,211.0","36,435.0","37,211.0","36,435.0","264.14K","0.00%"
"02/25/2021","37,211.0","37,443.0","37,443.0","37,056.0","230.57K","-0.62%"
"02/24/2021","37,443.0","37,986.0","38,218.0","37,366.0","407.30K","-2.23%"
"02/23/2021","38,296.0","38,528.0","38,528.0","37,676.0","215.34K","-0.60%"
"02/22/2021","38,528.0","37,986.0","38,528.0","37,598.0","263.30K","0.00%"
"02/19/2021","38,528.0","38,528.0","38,606.0","38,296.0","324.93K","0.00%"
"02/18/2021","38,528.0","38,296.0","38,606.0","38,141.0","281.88K","0.61%"
"02/17/2021","38,296.0","37,366.0","38,761.0","37,366.0","449.15K","2.49%"
"02/09/2021","37,366.0","36,048.0","38,761.0","35,815.0","149.88K","2.56%"
"02/08/2021","36,435.0","36,435.0","36,435.0","36,048.0","279.73K","0.00%"
"02/05/2021","36,435.0","36,435.0","36,745.0","36,203.0","610.05K","-0.84%"
"02/04/2021","36,745.0","36,900.0","36,900.0","35,660.0","102.63K","-0.42%"
"02/03/2021","36,900.0","36,435.0","36,900.0","36,435.0","204.91K","0.32%"
"02/02/2021","36,784.0","36,590.0","36,823.0","35,738.0","274.69K","0.53%"
"02/01/2021","36,590.0","36,590.0","36,590.0","35,660.0","1.04M","0.21%"
"01/29/2021","36,513.0","34,536.0","36,513.0","34,536.0","323.49K","5.72%"
"01/28/2021","34,536.0","35,660.0","36,823.0","34,536.0","1.07M","-6.90%"
"01/27/2021","37,094.0","36,513.0","37,133.0","36,048.0","973.95K","-0.11%"
"01/26/2021","37,133.0","37,056.0","37,133.0","36,435.0","870.23K","0.11%"
"01/25/2021","37,094.0","37,056.0","37,094.0","36,590.0","1.44M","0.10%"
"01/22/2021","37,056.0","36,513.0","37,676.0","36,358.0","999.97K","1.70%"
"01/21/2021","36,435.0","36,048.0","36,435.0","35,660.0","986.78K","0.21%"
"01/20/2021","36,358.0","36,203.0","36,358.0","35,040.0","983.06K","0.21%"
"01/19/2021","36,280.0","36,397.0","36,397.0","33,877.0","731.99K","-0.32%"
"01/18/2021","36,397.0","36,280.0","36,435.0","35,660.0","1.43M","0.11%"
"01/15/2021","36,358.0","35,970.0","36,435.0","35,970.0","961.24K","0.00%"
"01/14/2021","36,358.0","36,203.0","36,435.0","35,660.0","748.30K","0.00%"
"01/13/2021","36,358.0","36,435.0","36,513.0","36,048.0","983.54K","-0.11%"
"01/12/2021","36,397.0","36,590.0","36,590.0","35,815.0","697.22K","-0.53%"
"01/11/2021","36,590.0","36,435.0","36,823.0","36,358.0","1.08M","0.73%"
"01/08/2021","36,325.0","35,909.0","36,552.0","35,909.0","1.20M","1.48%"
"01/07/2021","35,796.0","35,796.0","35,833.0","35,304.0","495.91K","0.00%"
"01/06/2021","35,796.0","35,796.0","35,909.0","34,775.0","1.57M","0.00%"
"01/05/2021","35,796.0","35,380.0","35,985.0","35,304.0","788.46K","0.75%"
"01/04/2021","35,531.0","35,380.0","35,531.0","35,077.0","1.31M","1.95%"
"12/31/2020","34,851.0","34,435.0","35,153.0","34,170.0","1.63M","1.54%"
"12/30/2020","34,322.0","34,548.0","34,548.0","34,170.0","1.02M","0.67%"
"12/29/2020","34,095.0","33,944.0","34,170.0","33,414.0","1.22M","2.27%"
"12/21/2020","33,339.0","33,263.0","34,397.0","33,112.0","1.05M","0.69%"
"12/18/2020","33,112.0","33,263.0","33,490.0","32,885.0","1.63M","0.69%"
"12/17/2020","32,885.0","32,280.0","33,263.0","32,129.0","546.56K","1.87%"
"12/16/2020","32,280.0","31,373.0","33,112.0","31,373.0","818.75K","2.89%"
"12/15/2020","31,373.0","31,373.0","31,524.0","31,222.0","161.01K","-0.24%"
"12/14/2020","31,449.0","30,617.0","31,600.0","29,408.0","510.23K","2.72%"
"12/11/2020","30,617.0","30,617.0","30,920.0","30,466.0","144.16K","0.00%"
"12/10/2020","30,617.0","31,222.0","31,298.0","30,617.0","95.41K","-1.94%"
"12/09/2020","31,222.0","30,768.0","31,751.0","30,693.0","452.04K","1.72%"
"12/08/2020","30,693.0","30,466.0","30,768.0","30,239.0","574.68K","0.25%"
"12/07/2020","30,617.0","31,373.0","31,373.0","30,617.0","357.41K","-2.41%"
"12/04/2020","31,373.0","31,676.0","31,751.0","31,298.0","173.36K","-0.48%"
"12/03/2020","31,524.0","31,751.0","31,751.0","31,449.0","104.24K","-0.48%"
"12/02/2020","31,676.0","31,676.0","31,751.0","31,373.0","2.82M","0.48%"
"12/01/2020","31,524.0","31,524.0","31,751.0","31,071.0","4.33M","0.00%"
"11/30/2020","31,524.0","32,205.0","32,205.0","31,524.0","3.09M","-1.18%"
"11/27/2020","31,902.0","32,129.0","32,129.0","31,751.0","2.33M","-0.71%"
"11/26/2020","32,129.0","32,054.0","32,129.0","31,524.0","2.60M","0.23%"
"11/25/2020","32,054.0","31,827.0","32,205.0","31,524.0","1.81M","0.71%"
"11/24/2020","31,827.0","32,432.0","32,507.0","31,524.0","2.65M","-1.63%"
"11/23/2020","32,356.0","31,373.0","32,507.0","31,373.0","2.40M","3.88%"
"11/20/2020","31,146.0","31,071.0","31,373.0","31,071.0","4.90M","0.24%"
"11/19/2020","31,071.0","31,071.0","31,449.0","30,995.0","4.13M","-0.48%"
"11/18/2020","31,222.0","31,449.0","31,600.0","31,222.0","2.42M","-0.72%"
"11/17/2020","31,449.0","31,298.0","31,676.0","31,222.0","2.11M","-0.24%"
